SA2 Code 2018,SA2 2018,DHB of residence,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
Unknown,Unknown,Unknown,"66,039",Masked,Masked,>950,>950,,,Masked,
178800,Kahikatea,Waikato,"2,737","2,564","2,458",937,898,,,Masked,
178900,Frankton Junction ,Waikato,619,582,563,940,910,,,Masked,
179000,Kirikiriroa,Waikato,466,Masked,Masked,>950,>950,,,Masked,
179100,Enderley South,Waikato,"2,309",Masked,"2,082",>950,902,Enderley South,Pfizer Booster Plan,Masked,1000.0
179200,Ruakura,Waikato,"1,694",Masked,Masked,>950,>950,,,Masked,
179300,Claudelands,Waikato,"2,544",Masked,Masked,>950,>950,,,Masked,
179400,Hamilton Central,Waikato,778,Masked,Masked,>950,>950,,,Masked,
179500,Hamilton Lake,Waikato,"3,073",Masked,Masked,>950,>950,Hamilton Lake,Pfizer Booster Plan,Masked,333.3333333333333
179600,Peachgrove,Waikato,"3,119",Masked,Masked,>950,>950,Peachgrove,Pfizer Booster Plan,Masked,1000.0
179700,Hamilton East Village,Waikato,"2,721",Masked,Masked,>950,>950,,,Masked,
179800,Hamilton West,Waikato,"1,469",Masked,Masked,>950,>950,,,Masked,
179900,Greensboro,Waikato,"2,938",Masked,Masked,>950,>950,,,Masked,
180000,Hamilton East Cook,Waikato,"1,710",Masked,Masked,>950,>950,,,Masked,
180100,Melville North,Waikato,"2,536",Masked,"2,406",>950,949,,,Masked,
180200,Hamilton East,Waikato,"3,328",Masked,"3,098",>950,931,,,Masked,
180300,Melville South,Waikato,"1,878",Masked,"1,770",>950,942,,,Masked,
180400,Deanwell,Waikato,"1,688","1,584","1,535",938,909,,,Masked,
180500,Bader,Waikato,"2,072","1,886","1,766",910,852,,,Masked,
180600,Hillcrest West (Hamilton City),Waikato,"2,185",Masked,Masked,>950,>950,,,Masked,
180700,Hillcrest East (Hamilton City),Waikato,"2,482",Masked,Masked,>950,>950,,,Masked,
180800,Silverdale (Hamilton City),Waikato,"1,715",Masked,Masked,>950,>950,,,Masked,
180900,Glenview,Waikato,"1,860",Masked,"1,739",>950,935,,,Masked,
181000,Resthill,Waikato,"2,096","1,987","1,944",948,927,,,Masked,
181100,Fitzroy ,Waikato,"2,942",Masked,"2,787",>950,947,,,Masked,
181200,Riverlea,Waikato,"2,383",Masked,Masked,>950,>950,,,Masked,
181300,Peacockes,Waikato,266,Masked,Masked,>950,>950,,,Masked,
181400,Te Pahu,Waikato,"1,167","1,065","1,037",913,889,,,Masked,
181500,Ngahinapouri,Waikato,"1,371",Masked,"1,280",>950,934,,,Masked,
181600,Lake Cameron,Waikato,"1,199",Masked,Masked,>950,>950,,,Masked,
181700,Lake Ngaroto,Waikato,958,896,879,935,918,,,Masked,
181800,Kaipaki,Waikato,"1,373","1,263","1,243",920,905,,,Masked,
181900,Pirongia,Waikato,"1,041",962,936,924,899,,,Masked,
182000,Hautapu Rural,Waikato,614,Masked,576,>950,938,,,Masked,
182100,Pokuru,Waikato,"1,193","1,104","1,078",925,904,,,Masked,
182200,Te Rahu,Waikato,"1,030",Masked,964,>950,936,,,Masked,
182300,Fencourt,Waikato,648,Masked,610,>950,941,,,Masked,
182400,Hautapu,Waikato,530,Masked,503,>950,949,,,Masked,
182500,Karapiro,Waikato,"1,993",Masked,"1,873",>950,940,,,Masked,
182600,Cambridge North,Waikato,"2,209",Masked,Masked,>950,>950,,,Masked,
182700,Cambridge West,Waikato,"2,235","2,105","2,073",942,928,,,Masked,
182800,Cambridge East,Waikato,"2,405",Masked,"2,244",>950,933,,,Masked,
182900,Cambridge Park-River Garden,Waikato,"1,234",Masked,"1,171",>950,949,,,Masked,
183000,Oaklands-St Kilda,Waikato,"1,564","1,483","1,464",948,936,,,Masked,
183100,Pukerimu,Waikato,938,Masked,884,>950,942,,,Masked,
183200,Cambridge Central,Waikato,888,833,818,938,921,,,Masked,
183300,Te Awamutu North,Waikato,995,929,910,934,915,,,Masked,
183400,Te Awamutu West,Waikato,"1,162","1,066","1,048",917,902,,,Masked,
183500,Leamington West,Waikato,"1,397","1,295","1,275",927,913,,,Masked,
183600,Goodfellow Park,Waikato,"1,511","1,384","1,339",916,886,,,Masked,
183700,Leamington South,Waikato,"1,566","1,487","1,463",950,934,,,Masked,
183800,Leamington Central,Waikato,"2,073","1,888","1,856",911,895,,,Masked,
183900,Leamington East,Waikato,"1,740",Masked,"1,617",>950,929,,,Masked,
184000,Te Awamutu Stadium,Waikato,"1,582","1,490","1,467",942,927,,,Masked,
184100,Te Awamutu Central,Waikato,406,371,363,914,894,,,Masked,
184200,Pekerau,Waikato,"2,178","2,063","2,020",947,927,,,Masked,
184300,Fraser Street,Waikato,"1,264","1,197","1,186",947,938,,,Masked,
184400,Sherwin Park,Waikato,"1,713","1,563","1,521",912,888,,,Masked,
184500,St Leger,Waikato,477,428,419,897,878,,,Masked,
184600,Rotoorangi,Waikato,"1,403","1,301","1,265",927,902,,,Masked,
184700,Tokanui,Waikato,366,314,300,858,820,,,Masked,
184800,Kihikihi Central,Waikato,"2,191","1,993","1,942",910,886,,,Masked,
184900,Maungatautari,Waikato,705,653,630,926,894,,,Masked,
185000,Rotongata,Waikato,654,587,564,898,862,,,Masked,
185200,Pirongia Forest,Waikato,854,741,702,868,822,,,Masked,
185300,Honikiwi,Waikato,"1,259","1,128","1,094",896,869,,,Masked,
185400,Te Kawa,Waikato,901,812,781,901,867,,,Masked,
185500,Otorohanga,Waikato,"2,669","2,415","2,329",905,873,,,Masked,
185600,Maihiihi,Waikato,"1,438","1,293","1,253",899,871,,,Masked,
185700,Puniu,Waikato,939,811,777,864,827,,,Masked,
185800,Tirau,Waikato,"1,937","1,709","1,654",882,854,,,Masked,
185900,Putararu Rural,Waikato,"1,936","1,685","1,629",870,841,,,Masked,
186000,Putararu,Waikato,"3,705","3,310","3,157",893,852,,,Masked,
186100,Kinleith,Waikato,"1,153","1,094","1,051",949,912,,,Masked,
186200,Paraonui,Waikato,"1,520","1,415","1,363",931,897,,,Masked,
186300,Parkdale,Waikato,725,614,586,847,808,,,Masked,
186400,Matarawa,Waikato,"1,865","1,690","1,597",906,856,,,Masked,
186500,Stanley Park,Waikato,"1,872","1,627","1,530",869,817,,,Masked,
186600,Strathmore (South Waikato District),Waikato,"1,981","1,718","1,619",867,817,,,Masked,
186700,Tokoroa Central,Waikato,923,810,750,878,813,,,Masked,
186800,Moananui,Waikato,"2,387","2,146","2,047",899,858,,,Masked,
187000,Herangi,Waikato,823,734,700,892,851,,,Masked,
187100,Hangatiki,Waikato,"1,079",965,928,894,860,,,Masked,
187200,Aria,Waikato,"1,053",925,885,878,840,,,Masked,
187300,Te Kuiti West,Waikato,"2,228","2,009","1,901",902,853,,,Masked,
187400,Te Kuiti East,Waikato,"1,661","1,443","1,357",869,817,,,Masked,
187500,Waipa Valley,Waikato,"1,010",936,905,927,896,,,Masked,
187600,Tiroa,Waikato,43,34,34,791,791,,,Masked,
187700,Marotiri,Lakes,"1,956","1,735","1,633",887,835,,,Masked,
187800,Ohakuri,Lakes,"1,584","1,407","1,353",888,854,,,Masked,
187900,Lake Taupo Bays,Lakes,"1,413","1,249","1,191",884,843,,,Masked,
188000,Mapara,Lakes,"1,906","1,756","1,709",921,897,,,Masked,
188200,Wairakei-Broadlands,Lakes,970,853,817,879,842,,,Masked,
188300,Acacia Bay,Lakes,"1,564","1,461","1,445",934,924,,,Masked,
188400,Brentwood (Taupo District),Lakes,"1,823","1,726","1,698",947,931,,,Masked,
188500,Nukuhau-Rangatira Park,Lakes,"2,286","2,146","2,080",939,910,,,Masked,
188600,Taupo Central West,Lakes,398,363,357,912,897,,,Masked,
188700,Tauhara,Lakes,"1,445","1,272","1,200",880,830,,,Masked,
188800,Taupo Central East,Lakes,"2,122","1,921","1,836",905,865,,,Masked,
188900,Mountview,Lakes,"2,288","2,108","2,033",921,889,,,Masked,
189000,Bird Area,Lakes,"1,947","1,823","1,784",936,916,,,Masked,
189100,Hilltop (Taupo District),Lakes,"2,398","2,218","2,142",925,893,,,Masked,
189200,Waipahihi,Lakes,"1,981","1,861","1,831",939,924,,,Masked,
189300,Richmond Heights,Lakes,"1,979","1,819","1,756",919,887,,,Masked,
189400,Wharewaka,Lakes,"1,126",Masked,Masked,>950,>950,,,Masked,
189600,Waitahanui,Lakes,666,571,534,857,802,Waitahanui,Pfizer Booster Plan,Masked,500.0
189700,Turangi,Lakes,"3,049","2,663","2,498",873,819,,,Masked,
189800,Rangataiki,Lakes,100,Masked,Masked,>950,>950,,,Masked,
189900,Taharua,Lakes,51,46,44,902,863,,,Masked,
190100,Waiau,Bay of Plenty,302,266,252,881,834,,,Masked,
190200,Waihi Beach-Bowentown,Bay of Plenty,"2,338","2,165","2,118",926,906,,,Masked,
190300,Tahawai,Bay of Plenty,"1,737","1,448","1,418",834,816,,,Masked,
190400,Athenree,Bay of Plenty,784,654,630,834,804,,,Masked,
190500,Aongatete,Bay of Plenty,"3,187",Masked,"2,959",>950,928,,,Masked,
190600,Katikati,Bay of Plenty,"4,779","4,437","4,295",928,899,,,Masked,
190800,Matakana Island,Bay of Plenty,142,118,112,831,789,,,Masked,
190900,Pahoia,Bay of Plenty,"2,823","2,528","2,455",896,870,,,Masked,
191000,Omokoroa,Bay of Plenty,"3,613","3,382","3,317",936,918,,,Masked,
191100,Omokoroa Rural,Bay of Plenty,"1,031",978,956,949,927,,,Masked,
191200,Te Puna,Bay of Plenty,"1,961","1,765","1,724",900,879,,,Masked,
191300,Minden,Bay of Plenty,"1,955","1,760","1,711",900,875,,,Masked,
191400,Kaimai,Bay of Plenty,"1,842","1,563","1,499",849,814,,,Masked,
191500,Kopurererua,Bay of Plenty,"1,032",944,915,915,887,,,Masked,
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,"1,591","1,346","1,298",846,816,,,Masked,
191700,Waiorohi,Bay of Plenty,"2,268","2,036","1,962",898,865,,,Masked,
191800,Otawa,Bay of Plenty,"1,720",Masked,Masked,>950,>950,,,Masked,
191900,Te Puke West,Bay of Plenty,"2,983",Masked,"2,761",>950,926,,,Masked,
192000,Rangiuru,Bay of Plenty,"2,259",Masked,Masked,>950,>950,,,Masked,
192100,Te Puke East,Bay of Plenty,"4,450",Masked,"4,107",>950,923,Te Puke East,Pfizer Booster Plan,Masked,500.0
192300,Maketu,Bay of Plenty,"1,060",914,861,862,812,,,Masked,
192400,Pukehina Beach,Bay of Plenty,713,651,630,913,884,,,Masked,
192500,Pongakawa,Bay of Plenty,"2,519","2,253","2,163",894,859,,,Masked,
192600,Matua North,Bay of Plenty,"2,582",Masked,Masked,>950,>950,,,Masked,
192800,Mount Maunganui North,Bay of Plenty,"3,072","2,911","2,854",948,929,,,Masked,
192900,Matua South,Bay of Plenty,"2,299","2,173","2,121",945,923,,,Masked,
193000,Bethlehem North,Bay of Plenty,"3,283","2,995","2,931",912,893,,,Masked,
193100,Bellevue,Bay of Plenty,"3,130","2,963","2,873",947,918,,,Masked,
193200,Otumoetai North,Bay of Plenty,"3,716",Masked,"3,491",>950,939,,,Masked,
193300,Otumoetai South,Bay of Plenty,"3,248",Masked,"3,048",>950,938,,,Masked,
193400,Brookfield West,Bay of Plenty,"2,429","2,291","2,226",943,916,,,Masked,
193500,Bethlehem Central,Bay of Plenty,"3,887","3,692","3,629",950,934,,,Masked,
193600,Brookfield East,Bay of Plenty,"2,292","2,105","2,023",918,883,,,Masked,
193700,Mount Maunganui South,Bay of Plenty,"2,509",Masked,Masked,>950,>950,,,Masked,
193800,Tauranga Central,Bay of Plenty,"2,527",Masked,"2,373",>950,939,,,Masked,
193900,Mount Maunganui Central,Bay of Plenty,285,Masked,261,>950,916,,,Masked,
194000,Judea,Bay of Plenty,"2,231","2,109","2,024",945,907,,,Masked,
194100,Te Reti,Bay of Plenty,"1,637","1,461","1,402",892,856,,,Masked,
194200,Bethlehem South,Bay of Plenty,973,915,892,940,917,,,Masked,
194300,Omanu Beach,Bay of Plenty,"2,511","2,341","2,284",932,910,,,Masked,
194400,Tauranga Hospital,Bay of Plenty,"1,773",Masked,"1,619",>950,913,,,Masked,
194500,Tauriko,Bay of Plenty,138,Masked,130,>950,942,,,Masked,
194600,Gate Pa,Bay of Plenty,"3,307","3,085","2,931",933,886,,,Masked,
194700,Greerton South,Bay of Plenty,602,Masked,557,>950,925,,,Masked,
194800,Tauranga South,Bay of Plenty,"4,514","4,288","4,194",950,929,,,Masked,
194900,Arataki North,Bay of Plenty,"2,703",Masked,"2,523",>950,933,,,Masked,
195000,Matapihi,Bay of Plenty,637,573,543,900,852,,,Masked,
195100,Pyes Pa West,Bay of Plenty,"4,489",Masked,Masked,>950,>950,,,Masked,
195200,Greerton North,Bay of Plenty,"2,995","2,778","2,687",928,897,,,Masked,
195300,Yatton Park,Bay of Plenty,"2,064","1,869","1,725",906,836,,,Masked,
195400,Pyes Pa North,Bay of Plenty,"4,427","4,198","4,099",948,926,,,Masked,
195500,Arataki South,Bay of Plenty,"2,492","2,360","2,277",947,914,,,Masked,
195600,Pyes Pa South,Bay of Plenty,"1,439",Masked,Masked,>950,>950,,,Masked,
195700,Poike,Bay of Plenty,672,590,560,878,833,,,Masked,
195800,Te Maunga North,Bay of Plenty,"2,961","2,714","2,613",917,882,,,Masked,
195900,Maungatapu,Bay of Plenty,"2,504","2,374","2,314",948,924,,,Masked,
196000,Hairini,Bay of Plenty,"2,725","2,517","2,415",924,886,,,Masked,
196100,Pyes Pa East,Bay of Plenty,575,521,502,906,873,,,Masked,
196200,Te Maunga South,Bay of Plenty,"4,356",Masked,"4,126",>950,947,,,Masked,
196300,Kaitemako (Tauranga City),Bay of Plenty,"1,300","1,186","1,144",912,880,,,Masked,
196400,Ohauiti,Bay of Plenty,"3,158","2,983","2,925",945,926,,,Masked,
196500,Baypark-Kairua,Bay of Plenty,593,537,511,906,862,,,Masked,
196600,Welcome Bay West,Bay of Plenty,"2,311","2,007","1,922",868,832,,,Masked,
196700,Welcome Bay East,Bay of Plenty,"2,139","1,967","1,899",920,888,,,Masked,
196800,Pacific View,Bay of Plenty,"2,571",Masked,"2,419",>950,941,,,Masked,
196900,Welcome Bay South,Bay of Plenty,"3,086","2,812","2,716",911,880,,,Masked,
197000,Palm Beach North,Bay of Plenty,"2,630","2,449","2,360",931,897,,,Masked,
197100,Palm Beach South-Gravatt,Bay of Plenty,"3,498","3,318","3,261",949,932,,,Masked,
197200,Papamoa Beach North,Bay of Plenty,"2,285","2,131","2,054",933,899,,,Masked,
197300,Doncaster,Bay of Plenty,"2,720","2,581","2,491",949,916,,,Masked,
197400,Papamoa Beach South,Bay of Plenty,"2,390","2,222","2,151",930,900,,,Masked,
197500,Motiti,Bay of Plenty,"2,730",Masked,"2,531",>950,927,,,Masked,
197600,Wairakei ,Bay of Plenty,"5,707",Masked,"5,329",>950,934,,,Masked,
197700,Tui Ridge,Lakes,"1,439","1,341","1,293",932,899,,,Masked,
197800,Arahiwi,Lakes,109,93,90,853,826,,,Masked,
197900,Ngongotaha Valley,Lakes,"1,319","1,155","1,112",876,843,,,Masked,
198000,Hamurana,Lakes,960,Masked,902,>950,940,,,Masked,
198100,Ngongotaha East,Lakes,"1,696","1,524","1,453",899,857,,,Masked,
198200,Ngongotaha West,Lakes,"1,350","1,231","1,181",912,875,,,Masked,
198400,Ngongotaha South,Lakes,"1,278","1,135","1,111",888,869,,,Masked,
198500,Selwyn Heights,Lakes,950,843,807,887,849,,,Masked,
198600,Pleasant Heights,Lakes,"1,710","1,524","1,416",891,828,,,Masked,
198700,Rotoiti-Rotoehu,Lakes,"1,673","1,447","1,373",865,821,,,Masked,
198800,Kawaha,Lakes,"1,555","1,445","1,394",929,896,,,Masked,
198900,Fairy Springs,Lakes,"1,407","1,288","1,238",915,880,,,Masked,
199000,Western Heights (Rotorua District),Lakes,"1,882","1,585","1,458",842,775,,,Masked,
199100,Pukehangi North,Lakes,"2,104","1,825","1,706",867,811,,,Masked,
199200,Pukehangi South,Lakes,"2,197","2,036","1,985",927,904,,,Masked,
199300,Mangakakahi Central,Lakes,112,85,82,759,732,,,Masked,
199400,Koutu,Lakes,"1,727","1,533","1,436",888,831,,,Masked,
199500,Mangakakahi West,Lakes,"1,684","1,549","1,462",920,868,,,Masked,
199600,Sunnybrook,Lakes,"1,685","1,585","1,547",941,918,,,Masked,
199700,Fordlands,Lakes,"1,910","1,678","1,519",879,795,,,Masked,
199800,Kuirau,Lakes,812,766,721,943,888,,,Masked,
199900,Utuhina,Lakes,"1,279",Masked,"1,188",>950,929,,,Masked,
2e+05,Pomare,Lakes,"1,401",Masked,"1,328",>950,948,,,Masked,
200100,Rotorua Central,Lakes,415,Masked,388,>950,935,,,Masked,
200200,Hillcrest (Rotorua District),Lakes,"1,450","1,358","1,301",937,897,,,Masked,
200300,Victoria,Lakes,"1,696",Masked,Masked,>950,>950,,,Masked,
200400,Waiohewa,Lakes,891,821,804,921,902,,,Masked,
200500,Glenholme North,Lakes,"2,259","2,096","2,006",928,888,,,Masked,
200600,Springfield South,Lakes,"1,630",Masked,"1,540",>950,945,,,Masked,
200700,Springfield North,Lakes,"1,527",Masked,Masked,>950,>950,,,Masked,
200800,Glenholme South,Lakes,"1,869",Masked,"1,733",>950,927,,,Masked,
200900,Owhata West,Lakes,"2,434","2,207","2,114",907,869,,,Masked,
201000,Holdens Bay-Rotokawa,Lakes,"1,063",981,942,923,886,,,Masked,
201100,Ngapuna,Lakes,296,265,253,895,855,,,Masked,
201200,Fenton Park,Lakes,"1,381",Masked,Masked,>950,>950,,,Masked,
201300,Tihiotonga-Whakarewarewa,Lakes,701,666,647,950,923,,,Masked,
201400,Owhata East,Lakes,"2,539","2,341","2,262",922,891,,,Masked,
201500,Lynmore,Lakes,"2,811",Masked,"2,664",>950,948,,,Masked,
201600,Ngakuru,Lakes,"1,381","1,247","1,212",903,878,,,Masked,
201700,Kaingaroa-Whakarewarewa,Lakes,"1,518","1,336","1,286",880,847,,,Masked,
201800,Golden Springs,Lakes,"1,311","1,186","1,142",905,871,,,Masked,
201900,Manawahe,Bay of Plenty,979,832,803,850,820,,,Masked,
202000,Matata-Otakiri,Bay of Plenty,"1,440","1,272","1,228",883,853,,,Masked,
202100,Onepu Spring,Bay of Plenty,"1,091",967,928,886,851,,,Masked,
202200,Edgecumbe,Bay of Plenty,"1,486","1,347","1,272",906,856,,,Masked,
202300,Thornton-Awakeri,Bay of Plenty,"1,989","1,761","1,713",885,861,,,Masked,
202400,Te Teko Lakes,Bay of Plenty,"1,456","1,253","1,166",861,801,,,Masked,
202500,Coastlands,Bay of Plenty,"1,717","1,572","1,518",916,884,,,Masked,
202600,Whakatane West,Bay of Plenty,"2,724","2,372","2,229",871,818,,,Masked,
202700,Whakatane Central,Bay of Plenty,"3,020","2,730","2,623",904,869,,,Masked,
202800,Trident,Bay of Plenty,"2,941","2,527","2,380",859,809,,,Masked,
202900,Allandale,Bay of Plenty,"2,250","2,021","1,962",898,872,,,Masked,
203000,Mokorua Bush,Bay of Plenty,"1,273","1,190","1,171",935,920,,,Masked,
203100,Wainui ,Bay of Plenty,"1,226",992,927,809,756,,,Masked,
203200,Ohope,Bay of Plenty,"2,845","2,666","2,612",937,918,,,Masked,
203400,Galatea,Bay of Plenty,960,758,697,790,726,,,Masked,
203500,Waingarara-Waimana,Bay of Plenty,"1,989","1,576","1,436",792,722,,,Masked,
203600,Murupara,Bay of Plenty,"1,421",993,881,699,620,,,Masked,
203700,Monika Reserve,Bay of Plenty,"2,854","2,498","2,391",875,838,,,Masked,
203900,Tarawera Park,Bay of Plenty,"3,376","2,867","2,637",849,781,,,Masked,
204100,Waiotahi,Bay of Plenty,"1,316","1,142","1,094",868,831,,,Masked,
204200,Cape Runaway,Bay of Plenty,"1,083",Masked,"1,003",>950,926,,,Masked,
204300,Woodlands,Bay of Plenty,894,817,783,914,876,,,Masked,
204400,Opotiki,Bay of Plenty,"3,000","2,518","2,289",839,763,,,Masked,
204500,Otara-Tirohanga ,Bay of Plenty,"1,034",873,813,844,786,,,Masked,
204600,Oponae,Bay of Plenty,193,143,128,741,663,,,Masked,
204700,East Cape,Tairawhiti,"1,130",983,916,870,811,,,Masked,
204800,Waipaoa,Tairawhiti,"1,684","1,421","1,336",844,793,,,Masked,
204900,Ruatoria-Raukumara,Tairawhiti,"1,007",864,806,858,800,,,Masked,
205000,Tokomaru,Tairawhiti,833,725,695,870,834,,,Masked,
205100,Hangaroa,Tairawhiti,"1,234","1,140","1,094",924,887,,,Masked,
205200,Wharekaka,Tairawhiti,"1,600","1,458","1,379",911,862,,,Masked,
205300,Te Arai,Tairawhiti,982,882,840,898,855,,,Masked,
205400,Hexton,Tairawhiti,"2,730",Masked,"2,563",>950,939,,,Masked,
205500,Lytton,Tairawhiti,"1,388","1,272","1,236",916,890,,,Masked,
205600,Makaraka-Awapuni,Tairawhiti,925,835,806,903,871,,,Masked,
205700,Riverdale,Tairawhiti,"1,178","1,082","1,053",919,894,,,Masked,
205800,Te Hapara North,Tairawhiti,"1,836","1,723","1,665",938,907,,,Masked,
205900,Mangapapa North,Tairawhiti,"1,140","1,060","1,015",930,890,,,Masked,
206000,Elgin,Tairawhiti,"2,192","1,952","1,798",891,820,,,Masked,
206100,Te Hapara South,Tairawhiti,"1,903","1,722","1,623",905,853,,,Masked,
206200,Mangapapa East,Tairawhiti,"1,131","1,053","1,014",931,897,,,Masked,
206300,Mangapapa South,Tairawhiti,"1,581","1,448","1,373",916,868,,,Masked,
206400,Te Hapara East,Tairawhiti,"1,737","1,598","1,526",920,879,,,Masked,
206500,Centennial Crescent,Tairawhiti,"1,295","1,220","1,151",942,889,,,Masked,
206600,Whataupoko East,Tairawhiti,"1,591",Masked,"1,503",>950,945,,,Masked,
206700,Whataupoko West,Tairawhiti,"1,821",Masked,"1,711",>950,940,,,Masked,
206800,Gisborne Central,Tairawhiti,316,Masked,295,>950,934,,,Masked,
206900,Kaiti North,Tairawhiti,"1,853","1,704","1,663",920,897,,,Masked,
207000,Kaiti South,Tairawhiti,"2,554","2,307","2,151",903,842,,,Masked,
207100,Outer Kaiti,Tairawhiti,"2,058","1,809","1,655",879,804,,,Masked,
207200,Tamarau,Tairawhiti,"1,996","1,779","1,638",891,821,,,Masked,
207300,Wainui-Okitu,Tairawhiti,"1,608","1,521","1,480",946,920,,,Masked,
207400,Maungataniwha-Raupunga,Hawke's Bay,823,685,641,832,779,,,Masked,
207600,Frasertown-Ruakituri,Hawke's Bay,616,560,527,909,856,,,Masked,
207700,Whakaki,Hawke's Bay,569,539,518,947,910,,,Masked,
207800,Wairoa,Hawke's Bay,"3,684","3,199","3,012",868,818,,,Masked,
207900,Mahia,Hawke's Bay,909,812,779,893,857,,,Masked,
208000,Puketitiri-Tutira,Hawke's Bay,"1,497","1,359","1,287",908,860,,,Masked,
208100,Sherenden-Crownthorpe,Hawke's Bay,"1,128","1,055","1,015",935,900,,,Masked,
208200,Maraekakaho,Hawke's Bay,"1,260","1,190","1,173",944,931,,,Masked,
208300,Puketapu-Eskdale,Hawke's Bay,"2,438","2,287","2,228",938,914,,,Masked,
208400,Omahu-Pakowhai,Hawke's Bay,"1,258",Masked,Masked,>950,>950,,,Masked,
208500,Bridge Pa,Hawke's Bay,947,Masked,863,>950,911,,,Masked,
208600,Twyford,Hawke's Bay,742,Masked,Masked,>950,>950,,,Masked,
208700,Poukawa,Hawke's Bay,"1,295","1,180","1,149",911,887,,,Masked,
208800,Flaxmere West,Hawke's Bay,"2,119","1,904","1,722",899,813,,,Masked,
208900,Omahu Strip,Hawke's Bay,141,Masked,Masked,>950,>950,,,Masked,
209000,Lochain Park,Hawke's Bay,"2,374","2,078","1,921",875,809,,,Masked,
209100,Flaxmere Park,Hawke's Bay,"2,135","2,002","1,898",938,889,,,Masked,
209200,Flaxmere South,Hawke's Bay,"2,192","1,969","1,807",898,824,,,Masked,
209300,Irongate,Hawke's Bay,295,Masked,Masked,>950,>950,,,Masked,
209400,Frimley,Hawke's Bay,"2,937",Masked,Masked,>950,>950,,,Masked,
209500,Camberley,Hawke's Bay,"1,848","1,685","1,565",912,847,,,Masked,
209600,Clive,Hawke's Bay,"1,945",Masked,"1,823",>950,937,,,Masked,
209700,St Leonards,Hawke's Bay,"2,116","1,993","1,913",942,904,,,Masked,
209800,Mahora,Hawke's Bay,"2,212","2,059","1,992",931,901,,,Masked,
209900,Raureka,Hawke's Bay,"2,499",Masked,"2,332",>950,933,,,Masked,
210000,Cornwall Park,Hawke's Bay,"2,611","2,408","2,303",922,882,,,Masked,
210100,Tomoana,Hawke's Bay,238,Masked,Masked,>950,>950,,,Masked,
210200,Longlands-Pukahu,Hawke's Bay,"1,795",Masked,"1,702",>950,948,,,Masked,
210300,Raceway Park,Hawke's Bay,"1,663",Masked,Masked,>950,>950,,,Masked,
210400,Karamu,Hawke's Bay,"1,102",Masked,Masked,>950,>950,,,Masked,
210500,Hastings Central,Hawke's Bay,420,Masked,Masked,>950,>950,,,Masked,
210600,Tomoana Crossing,Hawke's Bay,"2,155","2,011","1,942",933,901,,,Masked,
210700,Akina Park,Hawke's Bay,"2,001","1,869","1,796",934,898,,,Masked,
210800,Queens Square,Hawke's Bay,"1,634",Masked,"1,519",>950,930,,,Masked,
210900,Mayfair,Hawke's Bay,"2,485","2,286","2,160",920,869,,,Masked,
211000,Parkhaven,Hawke's Bay,"2,352",Masked,"2,162",>950,919,,,Masked,
211100,Parkvale,Hawke's Bay,"2,006",Masked,"1,886",>950,940,,,Masked,
211200,Mangateretere,Hawke's Bay,"1,005",Masked,Masked,>950,>950,,,Masked,
211300,Haumoana-Te Awanga,Hawke's Bay,"1,678","1,512","1,467",901,874,,,Masked,
211400,Lucknow,Hawke's Bay,"1,136","1,048","1,007",923,886,,,Masked,
211500,Karanema-St Hill,Hawke's Bay,"1,914","1,772","1,742",926,910,,,Masked,
211600,Havelock North-Central,Hawke's Bay,410,Masked,381,>950,929,,,Masked,
211700,Brookvale,Hawke's Bay,"2,293",Masked,Masked,>950,>950,,,Masked,
211800,Iona,Hawke's Bay,"2,260","2,137","2,091",946,925,,,Masked,
211900,Hereworth,Hawke's Bay,"2,543",Masked,Masked,>950,>950,,,Masked,
212000,Te Mata Hills,Hawke's Bay,"1,020",Masked,Masked,>950,>950,,,Masked,
212100,Havelock Hills,Hawke's Bay,"1,445",Masked,Masked,>950,>950,,,Masked,
212200,Kahuranaki,Hawke's Bay,"1,288","1,148","1,104",891,857,,,Masked,
212300,Bay View,Hawke's Bay,"1,987","1,881","1,831",947,921,,,Masked,
212400,Poraiti Hills,Hawke's Bay,736,697,679,947,923,,,Masked,
212500,Poraiti Flat,Hawke's Bay,"1,273",Masked,Masked,>950,>950,,,Masked,
212600,Westshore,Hawke's Bay,"1,086",Masked,"1,026",>950,945,,,Masked,
212800,Onekawa West,Hawke's Bay,299,266,257,890,860,,,Masked,
212900,Ahuriri,Hawke's Bay,"1,225","1,079","1,056",881,862,,,Masked,
213000,Taradale West,Hawke's Bay,"1,622",Masked,"1,541",>950,950,,,Masked,
213100,Greenmeadows West,Hawke's Bay,"1,912",Masked,"1,803",>950,943,,,Masked,
213200,Taradale South,Hawke's Bay,"2,489","2,358","2,324",947,934,,,Masked,
213300,Bluff Hill,Hawke's Bay,"2,444","2,301","2,251",941,921,,,Masked,
213400,Hospital Hill,Hawke's Bay,"2,547","2,387","2,326",937,913,,,Masked,
213500,Tamatea West,Hawke's Bay,"1,662","1,544","1,491",929,897,,,Masked,
213600,Tamatea North,Hawke's Bay,"1,411","1,315","1,250",932,886,,,Masked,
213700,Taradale Central,Hawke's Bay,"2,482",Masked,"2,331",>950,939,,,Masked,
