SA2 Code 2018,SA2 2018,DHB of residence,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
Unknown,Unknown,Unknown,"66,039",Masked,Masked,>950,>950,,,Masked,
248300,Churton Park South,Capital and Coast,"2,910",Masked,Masked,>950,>950,,,Masked,
248400,Johnsonville West,Capital and Coast,"3,005",Masked,Masked,>950,>950,,,Masked,
248500,Grenada Village,Capital and Coast,"1,480",Masked,Masked,>950,>950,,,Masked,
248600,Johnsonville North,Capital and Coast,"2,718",Masked,Masked,>950,>950,,,Masked,
248700,Paparangi,Capital and Coast,"2,520",Masked,Masked,>950,>950,,,Masked,
248800,Ngaio North,Capital and Coast,"2,161",Masked,Masked,>950,>950,,,Masked,
248900,Johnsonville Central,Capital and Coast,"2,507",Masked,Masked,>950,>950,,,Masked,
249000,Broadmeadows,Capital and Coast,"1,494",Masked,Masked,>950,>950,,,Masked,
249100,Crofton Downs,Capital and Coast,"1,370",Masked,Masked,>950,>950,,,Masked,
249200,Johnsonville South,Capital and Coast,"1,686",Masked,"1,596",>950,947,,,Masked,
249300,Khandallah Reserve,Capital and Coast,"1,878",Masked,Masked,>950,>950,,,Masked,
249400,Karori Park,Capital and Coast,"3,803",Masked,Masked,>950,>950,,,Masked,
249500,Newlands North,Capital and Coast,"3,158",Masked,Masked,>950,>950,,,Masked,
249600,Ngaio South,Capital and Coast,"2,721",Masked,Masked,>950,>950,,,Masked,
249700,Newlands South,Capital and Coast,"3,514",Masked,Masked,>950,>950,,,Masked,
249800,Woodridge,Capital and Coast,"1,500",Masked,Masked,>950,>950,,,Masked,
249900,Karori North,Capital and Coast,"2,251",Masked,Masked,>950,>950,,,Masked,
250000,Khandallah North,Capital and Coast,"2,382",Masked,Masked,>950,>950,,,Masked,
250100,Wilton,Capital and Coast,"1,905",Masked,Masked,>950,>950,,,Masked,
250200,Khandallah South,Capital and Coast,"1,753",Masked,Masked,>950,>950,,,Masked,
250300,Wadestown,Capital and Coast,"3,413",Masked,Masked,>950,>950,,,Masked,
250400,Karori South,Capital and Coast,"3,748",Masked,Masked,>950,>950,,,Masked,
250500,Onslow,Capital and Coast,"1,618",Masked,Masked,>950,>950,,,Masked,
250600,Karori East,Capital and Coast,"3,308",Masked,Masked,>950,>950,,,Masked,
250700,Pipitea-Kaiwharawhara,Capital and Coast,843,Masked,Masked,>950,>950,Pipitea-Kaiwharawhara,Pfizer Booster Plan,Masked,1000.0
250800,Northland (Wellington City),Capital and Coast,"2,994",Masked,Masked,>950,>950,,,Masked,
250900,Thorndon,Capital and Coast,"3,570",Masked,Masked,>950,>950,,,Masked,
251000,Wellington Botanic Gardens,Capital and Coast,900,Masked,Masked,>950,>950,,,Masked,
251100,Kelburn,Capital and Coast,"1,872",Masked,Masked,>950,>950,,,Masked,
251200,Aro Valley,Capital and Coast,"3,146",Masked,Masked,>950,>950,,,Masked,
251300,Wellington University,Capital and Coast,"1,313",Masked,Masked,>950,>950,,,Masked,
251400,Wellington Central,Capital and Coast,"2,853",Masked,Masked,>950,>950,,,Masked,
251500,Brooklyn North,Capital and Coast,"1,911",Masked,Masked,>950,>950,,,Masked,
251600,Dixon Street,Capital and Coast,"4,020",Masked,Masked,>950,>950,,,Masked,
251700,Vivian West,Capital and Coast,"2,940",Masked,Masked,>950,>950,,,Masked,
251800,Courtenay,Capital and Coast,"1,570",Masked,Masked,>950,>950,,,Masked,
251900,Brooklyn East,Capital and Coast,"2,400",Masked,Masked,>950,>950,,,Masked,
252000,Mount Cook West,Capital and Coast,"3,665",Masked,Masked,>950,>950,,,Masked,
252100,Vivian East,Capital and Coast,"2,034",Masked,Masked,>950,>950,Vivian East,Pfizer Booster Plan,Masked,666.6666666666666
252200,Brooklyn South,Capital and Coast,"1,555",Masked,Masked,>950,>950,,,Masked,
252300,Oriental Bay,Capital and Coast,"1,337",Masked,Masked,>950,>950,,,Masked,
252400,Mount Cook East,Capital and Coast,"2,323",Masked,Masked,>950,>950,,,Masked,
252500,Mount Victoria,Capital and Coast,"4,024",Masked,Masked,>950,>950,,,Masked,
252600,Roseneath ,Capital and Coast,"1,649",Masked,Masked,>950,>950,,,Masked,
252700,Owhiro Bay,Capital and Coast,"1,810",Masked,Masked,>950,>950,,,Masked,
252800,Kingston-Mornington-Vogeltown,Capital and Coast,"2,752",Masked,Masked,>950,>950,,,Masked,
252900,Newtown North,Capital and Coast,"1,922",Masked,Masked,>950,>950,,,Masked,
253000,Newtown West,Capital and Coast,"3,063",Masked,Masked,>950,>950,,,Masked,
253100,Hataitai North,Capital and Coast,"3,469",Masked,Masked,>950,>950,,,Masked,
253200,Evans Bay,Capital and Coast,"1,000",Masked,Masked,>950,>950,,,Masked,
253300,Berhampore,Capital and Coast,"3,442",Masked,"3,241",>950,942,,,Masked,
253400,Hataitai South,Capital and Coast,"1,304",Masked,Masked,>950,>950,,,Masked,
253500,Maupuia,Capital and Coast,"1,406",Masked,Masked,>950,>950,,,Masked,
253600,Newtown South,Capital and Coast,"3,189",Masked,Masked,>950,>950,,,Masked,
253700,Kilbirnie Central,Capital and Coast,"2,495",Masked,"2,367",>950,949,,,Masked,
253800,Island Bay West,Capital and Coast,"2,882",Masked,Masked,>950,>950,,,Masked,
253900,Melrose,Capital and Coast,"1,125",Masked,Masked,>950,>950,,,Masked,
254000,Island Bay East,Capital and Coast,"3,204",Masked,Masked,>950,>950,,,Masked,
254100,Miramar North,Capital and Coast,"1,172",Masked,Masked,>950,>950,,,Masked,
254200,Kilbirnie East,Capital and Coast,"1,805",Masked,"1,715",>950,950,,,Masked,
254300,Lyall Bay,Capital and Coast,"2,222",Masked,Masked,>950,>950,Lyall Bay,Pfizer Booster Plan,Masked,666.6666666666666
254400,Miramar Central,Capital and Coast,"1,713",Masked,Masked,>950,>950,,,Masked,
254500,Southgate,Capital and Coast,"1,013",Masked,Masked,>950,>950,,,Masked,
254600,Karaka Bay-Worser Bay,Capital and Coast,"1,373",Masked,Masked,>950,>950,,,Masked,
254700,Houghton Bay,Capital and Coast,"1,430",Masked,Masked,>950,>950,,,Masked,
254800,Miramar East,Capital and Coast,"2,530",Masked,Masked,>950,>950,,,Masked,
254900,Miramar South,Capital and Coast,"3,043",Masked,Masked,>950,>950,,,Masked,
255100,Strathmore (Wellington City),Capital and Coast,"3,314",Masked,"3,120",>950,941,,,Masked,
255200,Seatoun,Capital and Coast,"1,996",Masked,Masked,>950,>950,,,Masked,
255300,Kopuaranga,Wairarapa,834,772,747,926,896,,,Masked,
255400,Upper Plain,Wairarapa,"1,116",Masked,"1,050",>950,941,,,Masked,
255500,Opaki,Wairarapa,"1,059",Masked,Masked,>950,>950,,,Masked,
255600,Ngaumutawa,Wairarapa,"1,430","1,352","1,310",945,916,,,Masked,
255700,Solway North,Wairarapa,"2,027","1,892","1,830",933,903,,,Masked,
255800,Lansdowne West,Wairarapa,"1,489",Masked,"1,371",>950,921,,,Masked,
255900,Masterton Central,Wairarapa,644,573,549,890,852,,,Masked,
256000,Kuripuni,Wairarapa,"1,464","1,379","1,349",942,921,,,Masked,
256100,Douglas Park,Wairarapa,"1,784","1,690","1,644",947,922,,,Masked,
256200,Solway South,Wairarapa,"3,286","3,109","2,993",946,911,,,Masked,
256300,Lansdowne East,Wairarapa,"2,562","2,405","2,340",939,913,,,Masked,
256400,Cameron and Soldiers Park,Wairarapa,"1,921","1,781","1,713",927,892,,,Masked,
256500,Whareama,Wairarapa,"1,182","1,083","1,047",916,886,,,Masked,
256600,Homebush-Te Ore Ore,Wairarapa,989,921,904,931,914,,,Masked,
256700,McJorrow Park,Wairarapa,"1,388","1,248","1,153",899,831,,,Masked,
256800,Mount Holdsworth,Wairarapa,"1,678","1,533","1,488",914,887,,,Masked,
256900,Carterton North,Wairarapa,"2,361",Masked,"2,204",>950,934,Carterton North,Pfizer Booster Plan,Masked,1000.0
257000,Kokotau,Wairarapa,"1,070",990,954,925,892,,,Masked,
257100,Carterton South,Wairarapa,"2,641","2,458","2,392",931,906,,,Masked,
257200,Gladstone (Carterton District),Wairarapa,761,723,709,950,932,Gladstone (Carterton District),Pfizer Booster Plan,Masked,1000.0
257300,Tauherenikau,Wairarapa,"1,294","1,225","1,204",947,930,,,Masked,
257400,Kahutara,Wairarapa,915,Masked,863,>950,943,,,Masked,
257500,Featherston,Wairarapa,"2,277","2,082","2,005",914,881,,,Masked,
257700,Greytown,Wairarapa,"2,379","2,250","2,206",946,927,,,Masked,
257800,Aorangi Forest,Wairarapa,"1,402",Masked,Masked,>950,>950,,,Masked,
257900,Martinborough,Wairarapa,"1,645",Masked,"1,550",>950,942,,,Masked,
300300,Golden Bay/Mohua,Nelson Marlborough,"2,144","1,748","1,669",815,778,,,Masked,
300500,Takaka,Nelson Marlborough,"1,185",998,947,842,799,,,Masked,
300600,Pohara-Abel Tasman,Nelson Marlborough,"1,415","1,117","1,076",789,760,,,Masked,
300700,Takaka Hills,Nelson Marlborough,"1,037",858,821,827,792,,,Masked,
300800,Kaiteriteri-Riwaka,Nelson Marlborough,"1,563",Masked,Masked,>950,>950,,,Masked,
300900,Upper Moutere,Nelson Marlborough,"1,680","1,300","1,247",774,742,,,Masked,
301000,Lower Moutere,Nelson Marlborough,"1,420","1,282","1,219",903,858,,,Masked,
301100,Motueka North,Nelson Marlborough,"2,093","1,897","1,840",906,879,,,Masked,
301200,Motueka West,Nelson Marlborough,"2,163","1,934","1,851",894,856,,,Masked,
301300,Motueka East,Nelson Marlborough,"2,712","2,480","2,403",914,886,,,Masked,
301500,Golden Downs,Nelson Marlborough,"1,607","1,359","1,303",846,811,,,Masked,
301600,Moutere Hills,Nelson Marlborough,"3,083","2,802","2,739",909,888,,,Masked,
301700,Ruby Bay-Mapua,Nelson Marlborough,"2,390","2,249","2,202",941,921,,,Masked,
301800,Murchison-Nelson Lakes,Nelson Marlborough,"1,150",984,948,856,824,,,Masked,
302000,Islands Tasman District,Nelson Marlborough,88,73,72,830,818,,,Masked,
302100,Waimea West,Nelson Marlborough,980,Masked,Masked,>950,>950,,,Masked,
302200,Appleby,Nelson Marlborough,650,Masked,Masked,>950,>950,,,Masked,
302300,Wakefield,Nelson Marlborough,"2,176","1,928","1,866",886,858,,,Masked,
302400,Richmond West (Tasman District),Nelson Marlborough,"1,606",Masked,"1,508",>950,939,,,Masked,
302500,Wakefield Rural,Nelson Marlborough,"1,138","1,006",974,884,856,,,Masked,
302600,Brightwater,Nelson Marlborough,"1,770","1,639","1,590",926,898,,,Masked,
302700,Hope,Nelson Marlborough,788,Masked,Masked,>950,>950,,,Masked,
302800,Richmond Central (Tasman District),Nelson Marlborough,"1,628","1,534","1,476",942,907,,,Masked,
302900,Ben Cooper Park,Nelson Marlborough,"1,961",Masked,"1,825",>950,931,,,Masked,
303000,Richmond South (Tasman District),Nelson Marlborough,788,745,739,945,938,,,Masked,
303100,Wilkes Park,Nelson Marlborough,"1,992","1,876","1,837",942,922,,,Masked,
303200,Templemore,Nelson Marlborough,"1,865",Masked,Masked,>950,>950,,,Masked,
303300,Easby Park,Nelson Marlborough,"2,252","2,120","2,064",941,917,,,Masked,
303400,Fairose,Nelson Marlborough,"1,621",Masked,Masked,>950,>950,,,Masked,
303500,Aniseed Valley,Nelson Marlborough,409,380,369,929,902,,,Masked,
303600,Nelson Rural,Nelson Marlborough,"1,725","1,529","1,497",886,868,,,Masked,
303800,Marybank,Nelson Marlborough,979,900,882,919,901,,,Masked,
303900,Port Nelson,Nelson Marlborough,42,Masked,Masked,>950,>950,,,Masked,
304000,Nelson Airport,Nelson Marlborough,88,75,71,852,807,,,Masked,
304100,Tahunanui,Nelson Marlborough,"2,329","2,143","2,059",920,884,,,Masked,
304200,Britannia,Nelson Marlborough,"1,570",Masked,"1,477",>950,941,,,Masked,
304300,Atawhai,Nelson Marlborough,"2,532",Masked,"2,386",>950,942,,,Masked,
304400,Broadgreen-Monaco,Nelson Marlborough,"2,145","1,988","1,936",927,903,,,Masked,
304500,Washington,Nelson Marlborough,"2,350","2,197","2,125",935,904,,,Masked,
304600,Tahuna Hills,Nelson Marlborough,"2,683","2,510","2,442",936,910,,,Masked,
304700,Nelson Central-Trafalgar,Nelson Marlborough,667,Masked,Masked,>950,>950,,,Masked,
304800,The Wood,Nelson Marlborough,"2,701",Masked,"2,545",>950,942,,,Masked,
304900,Toi Toi,Nelson Marlborough,"1,320",Masked,"1,214",>950,920,,,Masked,
305000,Nayland,Nelson Marlborough,"1,722",Masked,Masked,>950,>950,,,Masked,
305100,Aldinga,Nelson Marlborough,"2,842",Masked,"2,672",>950,940,,,Masked,
305200,Victory,Nelson Marlborough,"1,298","1,207","1,166",930,898,,,Masked,
305300,Rutherford,Nelson Marlborough,"2,307",Masked,Masked,>950,>950,,,Masked,
305400,Maitlands,Nelson Marlborough,"1,874","1,748","1,704",933,909,,,Masked,
305500,Maitai,Nelson Marlborough,"1,157",Masked,"1,091",>950,943,,,Masked,
305600,Grampians,Nelson Marlborough,"2,197","2,049","1,974",933,898,,,Masked,
305700,Saxton,Nelson Marlborough,61,Masked,Masked,>950,>950,,,Masked,
305800,Suffolk,Nelson Marlborough,"2,531","2,351","2,299",929,908,,,Masked,
305900,Omaio,Nelson Marlborough,"3,237",Masked,"3,002",>950,927,,,Masked,
306000,Enner Glynn,Nelson Marlborough,"2,563",Masked,"2,379",>950,928,,,Masked,
306100,Daelyn,Nelson Marlborough,"1,005",Masked,Masked,>950,>950,,,Masked,
306200,The Brook,Nelson Marlborough,"1,575",Masked,"1,471",>950,934,,,Masked,
306300,Marlborough Sounds West,Nelson Marlborough,"1,753","1,495","1,433",853,817,,,Masked,
306500,Marlborough Sounds East,Nelson Marlborough,"1,649","1,493","1,455",905,882,,,Masked,
306600,Upper Wairau ,Nelson Marlborough,"1,678","1,573","1,534",937,914,,,Masked,
306700,Waikawa (Marlborough District),Nelson Marlborough,"1,409","1,298","1,271",921,902,,,Masked,
306800,Waitohi (Marlborough District),Nelson Marlborough,"2,872","2,608","2,521",908,878,,,Masked,
306900,Tuamarina,Nelson Marlborough,"1,138","1,045","1,012",918,889,,,Masked,
307000,Awatere,Nelson Marlborough,"1,321",Masked,"1,248",>950,945,,,Masked,
307100,Renwick,Nelson Marlborough,"2,041","1,939","1,892",950,927,,,Masked,
307200,Lower Wairau ,Nelson Marlborough,"1,078",Masked,Masked,>950,>950,,,Masked,
307300,Woodbourne,Nelson Marlborough,"1,980",Masked,Masked,>950,>950,,,Masked,
307400,Spring Creek-Grovetown,Nelson Marlborough,906,Masked,Masked,>950,>950,,,Masked,
307500,Springlands,Nelson Marlborough,"3,149",Masked,"2,985",>950,948,,,Masked,
307600,Yelverton,Nelson Marlborough,"2,253","2,137","2,090",949,928,,,Masked,
307700,Mayfield,Nelson Marlborough,"1,392",Masked,Masked,>950,>950,,,Masked,
307800,Whitney West,Nelson Marlborough,"2,151",Masked,"2,025",>950,941,,,Masked,
307900,Blenheim Central,Nelson Marlborough,"1,098",Masked,Masked,>950,>950,,,Masked,
308000,Riversdale-Islington,Nelson Marlborough,"1,914",Masked,Masked,>950,>950,,,Masked,
308100,Whitney East,Nelson Marlborough,"2,061",Masked,"1,934",>950,938,,,Masked,
308200,Redwoodtown West,Nelson Marlborough,"2,291","2,100","2,051",917,895,,,Masked,
308300,Witherlea West,Nelson Marlborough,"2,501",Masked,Masked,>950,>950,,,Masked,
308400,Redwoodtown East,Nelson Marlborough,"2,347",Masked,"2,196",>950,936,,,Masked,
308500,Riverlands,Nelson Marlborough,439,Masked,Masked,>950,>950,Riverlands,Pfizer Booster Plan,Masked,1000.0
308600,Witherlea East,Nelson Marlborough,"2,365",Masked,"2,247",>950,950,,,Masked,
308800,Kaikoura Ranges,Canterbury,"1,468","1,315","1,284",896,875,,,Masked,
308900,Kaikoura,Canterbury,"2,018","1,821","1,759",902,872,,,Masked,
309000,Karamea,West Coast,710,565,540,796,761,,,Masked,
309200,Westport North,West Coast,"1,696","1,540","1,503",908,886,,,Masked,
309300,Westport Rural,West Coast,"1,211","1,107","1,083",914,894,,,Masked,
309400,Westport South,West Coast,"2,189","2,022","1,961",924,896,,,Masked,
309500,Buller Coalfields,West Coast,810,667,645,823,796,,,Masked,
309600,Charleston (Buller District),West Coast,476,426,420,895,882,,,Masked,
309700,Inangahua,West Coast,666,544,523,817,785,,,Masked,
309800,Reefton,West Coast,881,775,741,880,841,,,Masked,
309900,Barrytown,West Coast,870,743,711,854,817,,,Masked,
310000,Runanga,West Coast,"1,047",910,874,869,835,,,Masked,
310100,Cobden,West Coast,"1,369","1,239","1,183",905,864,,,Masked,
310200,Blaketown,West Coast,752,674,646,896,859,,,Masked,
310300,Greymouth Central,West Coast,958,893,858,932,896,,,Masked,
310400,King Park,West Coast,886,812,797,916,900,,,Masked,
310500,Marsden,West Coast,"1,046",Masked,994,>950,950,,,Masked,
310600,Karoro,West Coast,939,Masked,Masked,>950,>950,,,Masked,
310700,Rutherglen-Camerons,West Coast,"1,195",Masked,"1,128",>950,944,,,Masked,
310800,Greymouth Rural,West Coast,661,570,550,862,832,,,Masked,
310900,Dobson,West Coast,740,683,643,923,869,,,Masked,
311000,Nelson Creek,West Coast,560,524,510,936,911,,,Masked,
311100,Lake Brunner,West Coast,610,526,461,862,756,,,Masked,
311200,Haast,West Coast,160,150,143,938,894,,,Masked,
311300,Westland Glaciers-Bruce Bay,West Coast,571,Masked,533,>950,933,,,Masked,
311400,Arahura-Kumara,West Coast,"1,155","1,021",987,884,855,,,Masked,
311500,Hokitika,West Coast,"2,545",Masked,"2,355",>950,925,,,Masked,
311700,Hokitika Rural,West Coast,"1,339","1,242","1,205",928,900,,,Masked,
311800,Waitaha,West Coast,400,354,339,885,848,,,Masked,
311900,Whataroa-Harihari,West Coast,502,455,438,906,873,,,Masked,
312000,Hokitika Valley-Otira,West Coast,499,464,447,930,896,,,Masked,
312100,Hanmer Range,Canterbury,212,Masked,Masked,>950,>950,,,Masked,
312200,Amuri,Canterbury,"1,813",Masked,"1,709",>950,943,,,Masked,
312300,Hanmer Springs,Canterbury,839,Masked,Masked,>950,>950,,,Masked,
312400,Upper Hurunui,Canterbury,"1,289","1,182","1,150",917,892,,,Masked,
312500,Parnassus,Canterbury,"1,187","1,066","1,032",898,869,,,Masked,
312600,Ashley Forest,Canterbury,616,530,520,860,844,,,Masked,
312700,Omihi,Canterbury,"1,080",938,925,869,856,,,Masked,
312800,Balcairn,Canterbury,"2,108","1,870","1,816",887,861,,,Masked,
312900,Amberley,Canterbury,"2,066","1,876","1,825",908,883,,,Masked,
313000,Okuku,Canterbury,606,533,514,880,848,,,Masked,
313100,Ashley Gorge,Canterbury,"1,050",888,863,846,822,,,Masked,
313200,Oxford,Canterbury,"1,961","1,761","1,707",898,870,,,Masked,
313300,Starvation Hill-Cust,Canterbury,"1,979","1,799","1,749",909,884,,,Masked,
313400,Loburn,Canterbury,"1,950","1,727","1,694",886,869,,,Masked,
313500,Eyrewell,Canterbury,"1,583","1,430","1,388",903,877,,,Masked,
313600,West Eyreton,Canterbury,"1,243","1,149","1,136",924,914,,,Masked,
313700,Ashley-Sefton,Canterbury,"1,900","1,714","1,675",902,882,,,Masked,
313800,Fernside,Canterbury,"1,233",Masked,"1,151",>950,933,,,Masked,
313900,Rangiora North West,Canterbury,"2,367","2,246","2,210",949,934,,,Masked,
314000,Kingsbury,Canterbury,"2,489",Masked,"2,336",>950,939,,,Masked,
314100,Ashgrove,Canterbury,"1,252","1,176","1,148",939,917,,,Masked,
314200,Rangiora North East,Canterbury,"1,561","1,413","1,375",905,881,,,Masked,
314300,Oxford Estate,Canterbury,"1,065","1,005",984,944,924,,,Masked,
314400,Rangiora Central,Canterbury,49,45,42,918,857,,,Masked,
314500,Rangiora South West,Canterbury,"1,975","1,876","1,820",950,922,,,Masked,
314600,Lilybrook,Canterbury,"2,601","2,309","2,246",888,864,,,Masked,
314700,Waikuku,Canterbury,"1,846","1,674","1,634",907,885,,,Masked,
314800,Mandeville-Ohoka,Canterbury,"2,940",Masked,"2,748",>950,935,,,Masked,
314900,Rangiora South East,Canterbury,"2,183","2,055","2,015",941,923,,,Masked,
315000,Southbrook,Canterbury,645,598,576,927,893,,,Masked,
315100,Swannanoa-Eyreton,Canterbury,844,786,769,931,911,,,Masked,
315200,Tuahiwi,Canterbury,843,763,734,905,871,,,Masked,
315300,Woodend,Canterbury,"2,601","2,419","2,368",930,910,,,Masked,
315400,Pegasus,Canterbury,"2,949",Masked,Masked,>950,>950,,,Masked,
315500,Clarkville,Canterbury,"1,323","1,256","1,234",949,933,,,Masked,
315600,Pegasus Bay,Canterbury,981,845,820,861,836,,,Masked,
315700,Kaiapoi North West,Canterbury,"1,826","1,687","1,636",924,896,,,Masked,
315800,Silverstream (Waimakariri District),Canterbury,995,Masked,936,>950,941,,,Masked,
315900,Sovereign Palms,Canterbury,"3,165",Masked,Masked,>950,>950,,,Masked,
316000,Kaiapoi West,Canterbury,"1,078",962,934,892,866,,,Masked,
316100,Kaiapoi Central,Canterbury,"1,864","1,766","1,719",947,922,,,Masked,
316200,Kaiapoi South,Canterbury,"1,635",Masked,Masked,>950,>950,,,Masked,
316300,Kaiapoi East,Canterbury,247,226,226,915,915,,,Masked,
316400,McLeans Island,Canterbury,188,172,166,915,883,,,Masked,
316500,Paparua,Canterbury,432,403,389,933,900,,,Masked,
316600,Yaldhurst,Canterbury,"1,631",Masked,Masked,>950,>950,,,Masked,
316700,Christchurch Airport,Canterbury,142,Masked,Masked,>950,>950,,,Masked,
316800,Clearwater,Canterbury,700,Masked,Masked,>950,>950,,,Masked,
316900,Belfast West,Canterbury,"1,629",Masked,"1,546",>950,949,,,Masked,
317000,Harewood,Canterbury,"1,255",Masked,Masked,>950,>950,,,Masked,
317100,Brooklands-Spencerville,Canterbury,662,616,600,931,906,,,Masked,
317200,Styx,Canterbury,935,865,824,925,881,,,Masked,
317300,Belfast East,Canterbury,"2,207",Masked,"2,073",>950,939,,,Masked,
317400,Northwood,Canterbury,"3,233",Masked,Masked,>950,>950,,,Masked,
317500,Russley,Canterbury,959,Masked,Masked,>950,>950,,,Masked,
317600,Regents Park,Canterbury,"1,586",Masked,Masked,>950,>950,,,Masked,
317700,Hawthornden,Canterbury,"2,270",Masked,Masked,>950,>950,,,Masked,
317800,Bishopdale North,Canterbury,"3,639",Masked,Masked,>950,>950,,,Masked,
317900,Casebrook,Canterbury,"3,639",Masked,"3,453",>950,949,,,Masked,
318000,Bishopdale West,Canterbury,"2,341",Masked,Masked,>950,>950,,,Masked,
318100,Templeton,Canterbury,"1,573",Masked,Masked,>950,>950,,,Masked,
318200,Islington,Canterbury,825,783,763,949,925,,,Masked,
318300,Burnside Park,Canterbury,"2,727",Masked,Masked,>950,>950,,,Masked,
318400,Marshland,Canterbury,880,815,790,926,898,,,Masked,
318500,Avonhead North,Canterbury,"1,276",Masked,Masked,>950,>950,,,Masked,
318600,Redwood North,Canterbury,"2,371",Masked,Masked,>950,>950,,,Masked,
318700,Broomfield,Canterbury,"2,306",Masked,"2,171",>950,941,,,Masked,
318800,Redwood West,Canterbury,"1,845",Masked,"1,689",>950,915,,,Masked,
318900,Avonhead West,Canterbury,"1,651",Masked,Masked,>950,>950,,,Masked,
319000,Bishopdale South,Canterbury,"1,899",Masked,Masked,>950,>950,,,Masked,
319100,Islington-Hornby Industrial,Canterbury,317,Masked,Masked,>950,>950,,,Masked,
319200,Burnside,Canterbury,"2,970",Masked,Masked,>950,>950,,,Masked,
319300,Hei Hei,Canterbury,"2,858",Masked,Masked,>950,>950,,,Masked,
319400,Papanui North,Canterbury,"1,742",Masked,"1,597",>950,917,,,Masked,
319500,Avonhead East,Canterbury,"2,350",Masked,Masked,>950,>950,,,Masked,
319600,Redwood East,Canterbury,"2,810",Masked,"2,661",>950,947,,,Masked,
319700,Avonhead South,Canterbury,"2,692",Masked,Masked,>950,>950,,,Masked,
319800,Riccarton Racecourse,Canterbury,"1,274",Masked,Masked,>950,>950,,,Masked,
319900,Bryndwr North,Canterbury,"2,764",Masked,"2,627",>950,950,,,Masked,
320000,Northlands (Christchurch City),Canterbury,107,Masked,100,>950,935,,,Masked,
320100,Papanui West,Canterbury,"2,596",Masked,Masked,>950,>950,,,Masked,
320200,Ilam North,Canterbury,"3,175",Masked,Masked,>950,>950,,,Masked,
320300,Hornby West,Canterbury,"2,098",Masked,Masked,>950,>950,,,Masked,
320400,Hornby Central,Canterbury,153,Masked,142,>950,928,,,Masked,
320500,Northcote (Christchurch City),Canterbury,"2,234",Masked,Masked,>950,>950,,,Masked,
320600,Jellie Park,Canterbury,"2,738",Masked,Masked,>950,>950,,,Masked,
320700,Ilam South,Canterbury,"2,644",Masked,Masked,>950,>950,,,Masked,
320800,Bryndwr South,Canterbury,"2,644","2,504","2,443",947,924,,,Masked,
320900,Papanui East,Canterbury,"2,112",Masked,Masked,>950,>950,,,Masked,
321000,Sockburn North,Canterbury,"3,537",Masked,Masked,>950,>950,,,Masked,
321100,Hornby South,Canterbury,"3,639",Masked,Masked,>950,>950,,,Masked,
321200,Ilam University,Canterbury,"2,779",Masked,Masked,>950,>950,,,Masked,
321300,Prestons,Canterbury,"3,553",Masked,Masked,>950,>950,,,Masked,
321400,Strowan,Canterbury,"3,175",Masked,Masked,>950,>950,,,Masked,
321500,Fendalton,Canterbury,"1,805",Masked,Masked,>950,>950,,,Masked,
321600,Waitikiri,Canterbury,"2,320",Masked,Masked,>950,>950,,,Masked,
321700,Mairehau North,Canterbury,"2,648","2,511","2,450",948,925,,,Masked,
321800,Bush Inn,Canterbury,"2,640",Masked,Masked,>950,>950,,,Masked,
321900,Awatea North,Canterbury,"2,110",Masked,Masked,>950,>950,,,Masked,
322000,Upper Riccarton,Canterbury,"1,376",Masked,Masked,>950,>950,,,Masked,
322100,Malvern,Canterbury,"2,114",Masked,Masked,>950,>950,,,Masked,
322200,Rutland,Canterbury,"2,810",Masked,"2,663",>950,948,,,Masked,
322300,Sockburn South,Canterbury,330,Masked,Masked,>950,>950,,,Masked,
322400,Deans Bush,Canterbury,"2,363",Masked,Masked,>950,>950,,,Masked,
322500,Wigram North,Canterbury,"1,011",Masked,Masked,>950,>950,,,Masked,
322600,Holmwood,Canterbury,"2,099",Masked,Masked,>950,>950,,,Masked,
322700,Wharenui,Canterbury,"2,314",Masked,Masked,>950,>950,,,Masked,
322800,Wigram West,Canterbury,"1,209",Masked,Masked,>950,>950,,,Masked,
322900,Awatea South,Canterbury,"1,716",Masked,Masked,>950,>950,,,Masked,
323000,Merivale,Canterbury,"2,841",Masked,Masked,>950,>950,,,Masked,
323100,Mairehau South,Canterbury,"3,018",Masked,"2,855",>950,946,,,Masked,
323200,Mona Vale,Canterbury,"1,332",Masked,Masked,>950,>950,,,Masked,
323300,Riccarton West,Canterbury,"2,674",Masked,Masked,>950,>950,,,Masked,
323400,Shirley West,Canterbury,"3,540","3,352","3,252",947,919,,,Masked,
323500,Middleton,Canterbury,179,Masked,Masked,>950,>950,,,Masked,
323600,Wigram South,Canterbury,"1,071",Masked,Masked,>950,>950,,,Masked,
323700,Queenspark,Canterbury,"2,890",Masked,"2,731",>950,945,,,Masked,
323800,St Albans North,Canterbury,"1,897",Masked,Masked,>950,>950,,,Masked,
323900,St Albans West,Canterbury,"2,235",Masked,Masked,>950,>950,,,Masked,
324000,Travis Wetlands,Canterbury,"2,079",Masked,Masked,>950,>950,,,Masked,
324100,Wigram East,Canterbury,714,Masked,Masked,>950,>950,,,Masked,
324200,Riccarton Central,Canterbury,69,Masked,Masked,>950,>950,,,Masked,
324300,Oaklands West,Canterbury,"2,447",Masked,Masked,>950,>950,,,Masked,
