SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Partially vaccinated uptake,Fully vaccinated uptake,SA22018_name,VaccPlanName,Booster vaccinated,Booster vaccinated uptake
160800,Manurewa East,Counties Manukau,Pacific Peoples,890,841,817,945,918,,,Masked,
160900,Manurewa South,Counties Manukau,Maori,844,736,684,872,810,,,Masked,
160900,Manurewa South,Counties Manukau,Pacific Peoples,"1,194","1,101","1,051",922,880,,,Masked,
161000,Randwick Park East,Counties Manukau,Maori,322,289,270,898,839,,,Masked,
161000,Randwick Park East,Counties Manukau,Pacific Peoples,528,492,476,932,902,,,Masked,
161100,Wattle Downs West,Counties Manukau,Maori,419,384.0,367.0,916,876,,,Masked,
161100,Wattle Downs West,Counties Manukau,Pacific Peoples,392,Masked,368.0,>950,939,,,Masked,
161200,Wattle Downs North,Counties Manukau,Maori,682,572,524,839,768,,,Masked,
161200,Wattle Downs North,Counties Manukau,Pacific Peoples,827,747,703,903,850,,,Masked,
161300,Randwick Park West,Counties Manukau,Maori,850,723,645,851,759,,,Masked,
161300,Randwick Park West,Counties Manukau,Pacific Peoples,"1,226","1,108","1,076",904,878,,,Masked,
161400,Kingseat-Karaka,Counties Manukau,Maori,303,268,257,884,848,,,Masked,
161400,Kingseat-Karaka,Counties Manukau,Pacific Peoples,74,Masked,Masked,>950,>950,,,Masked,
161500,Wattle Downs East,Counties Manukau,Maori,333,313,303,940,910,,,Masked,
161500,Wattle Downs East,Counties Manukau,Pacific Peoples,291,273,268,938,921,,,Masked,
161600,Takanini North,Counties Manukau,Maori,467,401,360,859,771,,,Masked,
161600,Takanini North,Counties Manukau,Pacific Peoples,363,326,308,898,848,,,Masked,
161800,Conifer Grove West,Counties Manukau,Maori,253,Masked,Masked,>950,>950,,,Masked,
161800,Conifer Grove West,Counties Manukau,Pacific Peoples,185,169,165,914,892,,,Masked,
161900,Conifer Grove East,Counties Manukau,Maori,444,381,360,858,811,,,Masked,
161900,Conifer Grove East,Counties Manukau,Pacific Peoples,360,299,283,831,786,,,Masked,
162000,Takanini West,Counties Manukau,Maori,518,464,428.0,896,826,,,Masked,
162000,Takanini West,Counties Manukau,Pacific Peoples,476,446,420.0,937,882,,,Masked,
162100,Takanini South,Counties Manukau,Maori,452,429,410,949,907,,,Masked,
162100,Takanini South,Counties Manukau,Pacific Peoples,644,Masked,Masked,>950,>950,,,Masked,
162200,Takanini Central,Counties Manukau,Maori,93,Masked,85,>950,914,,,Masked,
162200,Takanini Central,Counties Manukau,Pacific Peoples,116,Masked,Masked,>950,>950,,,Masked,
162300,Ardmore,Counties Manukau,Maori,178,156,148,876,831,,,Masked,
162300,Ardmore,Counties Manukau,Pacific Peoples,46,Masked,42,>950,913,,,Masked,
162400,Glenbrook,Counties Manukau,Maori,182,159,157,874,863,,,Masked,
162400,Glenbrook,Counties Manukau,Pacific Peoples,99,93,89,939,899,,,Masked,
162500,Hingaia,Counties Manukau,Maori,133,Masked,125,>950,940,,,Masked,
162500,Hingaia,Counties Manukau,Pacific Peoples,101,Masked,96,>950,950,,,Masked,
162600,Takanini South East,Counties Manukau,Maori,438,377.0,342,861,781,,,Masked,
162600,Takanini South East,Counties Manukau,Pacific Peoples,385,Masked,356,>950,925,,,Masked,
162700,Kawakawa Bay-Orere,Counties Manukau,Maori,203,192,180,946,887,,,Masked,
162800,Papakura West,Counties Manukau,Maori,319,280,268,878,840,,,Masked,
162800,Papakura West,Counties Manukau,Pacific Peoples,188,174,167,926,888,,,Masked,
162900,Clevedon,Counties Manukau,Maori,68,Masked,Masked,>950,>950,,,Masked,
163000,Papakura North,Counties Manukau,Maori,933,817,749,876,803,,,Masked,
163000,Papakura North,Counties Manukau,Pacific Peoples,515,483,460,938,893,,,Masked,
163100,Pahurehure,Counties Manukau,Maori,398,368,357,925,897,,,Masked,
163100,Pahurehure,Counties Manukau,Pacific Peoples,213,Masked,Masked,>950,>950,,,Masked,
163200,Papakura Central,Counties Manukau,Maori,698,624,582,894,834,,,Masked,
163200,Papakura Central,Counties Manukau,Pacific Peoples,375,337,323,899,861,,,Masked,
163300,Papakura North East,Counties Manukau,Maori,614,582,552,948,899,,,Masked,
163300,Papakura North East,Counties Manukau,Pacific Peoples,532,Masked,505,>950,949,,,Masked,
163400,Karaka Lakes,Counties Manukau,Maori,124.0,Masked,Masked,>950,>950,,,Masked,
163400,Karaka Lakes,Counties Manukau,Pacific Peoples,126.0,118.0,116.0,937,921,,,Masked,
163500,Papakura Kelvin,Counties Manukau,Maori,"1,492","1,304","1,186",874,795,,,Masked,
163500,Papakura Kelvin,Counties Manukau,Pacific Peoples,845,Masked,767,>950,908,,,Masked,
163600,Papakura Massey Park,Counties Manukau,Maori,694,621,570,895,821,,,Masked,
163600,Papakura Massey Park,Counties Manukau,Pacific Peoples,516,477,450,924,872,,,Masked,
163700,Rosehill,Counties Manukau,Maori,909,807,745,888,820,,,Masked,
163700,Rosehill,Counties Manukau,Pacific Peoples,540,506,495,937,917,,,Masked,
163800,Patumahoe,Counties Manukau,Maori,140,Masked,Masked,>950,>950,,,Masked,
163800,Patumahoe,Counties Manukau,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
163900,Papakura East,Counties Manukau,Maori,585,525,472,897,807,,,Masked,
163900,Papakura East,Counties Manukau,Pacific Peoples,654,604,584,924,893,,,Masked,
164000,Opaheke,Counties Manukau,Maori,444,413,400,930,901,,,Masked,
164000,Opaheke,Counties Manukau,Pacific Peoples,247,226,219,915,887,,,Masked,
164100,Papakura Industrial,Counties Manukau,Maori,53,45.0,42.0,849,792,,,Masked,
164100,Papakura Industrial,Counties Manukau,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
164200,Red Hill,Counties Manukau,Maori,695,617,550,888,791,,,Masked,
164200,Red Hill,Counties Manukau,Pacific Peoples,413,386,371,935,898,,,Masked,
164300,Drury,Counties Manukau,Maori,214,191,183,893,855,,,Masked,
164300,Drury,Counties Manukau,Pacific Peoples,91,79,72,868,791,,,Masked,
164400,Tamakae,Counties Manukau,Maori,302,282,270,934,894,,,Masked,
164400,Tamakae,Counties Manukau,Pacific Peoples,59,Masked,56,>950,949,,,Masked,
164500,Hamilton Estate,Counties Manukau,Maori,401,381,362,950,903,,,Masked,
164500,Hamilton Estate,Counties Manukau,Pacific Peoples,72,Masked,67,>950,931,,,Masked,
164600,Drury Rural,Counties Manukau,Maori,311,284,273,913,878,,,Masked,
164600,Drury Rural,Counties Manukau,Pacific Peoples,81,70,68,864,840,,,Masked,
164700,Waiuku Central,Counties Manukau,Maori,160,149,138,931,862,,,Masked,
164800,Waiuku East,Counties Manukau,Maori,236,222,211,941,894,,,Masked,
164800,Waiuku East,Counties Manukau,Pacific Peoples,58,52,51,897,879,,,Masked,
164900,Kendallvale,Counties Manukau,Maori,79,Masked,73,>950,924,,,Masked,
165000,Puni,Counties Manukau,Maori,149,137,133,919,893,,,Masked,
165000,Puni,Counties Manukau,Pacific Peoples,95,Masked,Masked,>950,>950,,,Masked,
165100,Ramarama,Counties Manukau,Maori,146,Masked,135,>950,925,,,Masked,
165100,Ramarama,Counties Manukau,Pacific Peoples,61,Masked,Masked,>950,>950,,,Masked,
165200,Hunua,Counties Manukau,Maori,104,93,93,894,894,,,Masked,
165300,Pukekohe North West,Counties Manukau,Maori,940,848,782,902,832,,,Masked,
165300,Pukekohe North West,Counties Manukau,Pacific Peoples,477,Masked,449,>950,941,,,Masked,
165400,Anselmi Ridge,Counties Manukau,Maori,112,Masked,Masked,>950,>950,,,Masked,
165400,Anselmi Ridge,Counties Manukau,Pacific Peoples,61,Masked,Masked,>950,>950,,,Masked,
165500,Pukekohe West,Counties Manukau,Maori,"1,123","1,040",980,926,873,,,Masked,
165500,Pukekohe West,Counties Manukau,Pacific Peoples,496,Masked,465,>950,938,,,Masked,
165600,Cape Hill,Counties Manukau,Maori,98,Masked,Masked,>950,>950,,,Masked,
165600,Cape Hill,Counties Manukau,Pacific Peoples,46,Masked,Masked,>950,>950,,,Masked,
165700,Rosa Birch Park,Counties Manukau,Maori,205,Masked,193,>950,941,,,Masked,
165700,Rosa Birch Park,Counties Manukau,Pacific Peoples,53,Masked,46,>950,868,,,Masked,
165800,Rooseville Park,Counties Manukau,Maori,308,285,276,925,896,,,Masked,
165800,Rooseville Park,Counties Manukau,Pacific Peoples,78,Masked,74,>950,949,,,Masked,
165900,Cloverlea (Auckland),Counties Manukau,Maori,158,145,139,918,880,,,Masked,
165900,Cloverlea (Auckland),Counties Manukau,Pacific Peoples,60,57,57,950,950,,,Masked,
166000,Pukekohe Central,Counties Manukau,Maori,58,Masked,Masked,>950,>950,,,Masked,
166100,Pukekohe Hospital,Counties Manukau,Maori,134,125,121,933,903,,,Masked,
166100,Pukekohe Hospital,Counties Manukau,Pacific Peoples,50,45,44,900,880,,,Masked,
166200,Buckland,Counties Manukau,Maori,108,Masked,102,>950,944,,,Masked,
166200,Buckland,Counties Manukau,Pacific Peoples,41,Masked,Masked,>950,>950,,,Masked,
166300,Bombay Hills,Counties Manukau,Maori,126,115,110,913,873,,,Masked,
166300,Bombay Hills,Counties Manukau,Pacific Peoples,53,48,46,906,868,,,Masked,
166400,Ararimu,Counties Manukau,Maori,127,118,115,929,906,,,Masked,
166500,Colville,Waikato,Maori,466,376,346,807,742,,,Masked,
166700,Coromandel,Waikato,Maori,329,271,251,824,763,,,Masked,
166900,Mercury Bay North,Waikato,Maori,114,82,74,719,649,,,Masked,
167000,Whitianga North,Waikato,Maori,121,94,87,777,719,,,Masked,
167100,Whitianga South,Waikato,Maori,371,296,276,798,744,,,Masked,
167100,Whitianga South,Waikato,Pacific Peoples,49,37,35,755,714,,,Masked,
167200,Thames Coast,Waikato,Maori,260,231,218,888,838,,,Masked,
167400,Mercury Bay South,Waikato,Maori,79,59,53,747,671,,,Masked,
167500,Kauaeranga,Waikato,Maori,59,46,44,780,746,,,Masked,
167600,Thames North,Waikato,Maori,251,219,207,873,825,,,Masked,
167700,Thames Central,Waikato,Maori,176,153,135,869,767,,,Masked,
167800,Thames South,Waikato,Maori,572,432,393,755,687,,,Masked,
167800,Thames South,Waikato,Pacific Peoples,49,43,40,878,816,,,Masked,
168000,Totora-Kopu,Waikato,Maori,115,102,98,887,852,,,Masked,
168100,Tairua,Waikato,Maori,101,81,74,802,733,,,Masked,
168300,Matatoki-Puriri,Waikato,Maori,126,104,98,825,778,,,Masked,
168400,Whangamata Rural,Waikato,Maori,67,60,57,896,851,,,Masked,
168500,Whangamata,Waikato,Maori,393,353,335,898,852,,,Masked,
168600,Miranda-Pukorokoro,Counties Manukau,Maori,189,166,162,878,857,,,Masked,
168700,Hauraki Plains North,Waikato,Maori,128,112,104,875,812,,,Masked,
168800,Hauraki Plains East,Waikato,Maori,151,137,130,907,861,,,Masked,
168900,Ngatea,Waikato,Maori,146,Masked,137,>950,938,,,Masked,
169000,Hauraki Plains South,Waikato,Maori,245,198,185,808,755,,,Masked,
169100,Paeroa Rural,Waikato,Maori,296,240,215,811,726,Paeroa Rural,Pfizer Booster Plan,Masked,333.3333333333333
169200,Paeroa,Waikato,Maori,"1,034",903,834,873,807,,,Masked,
169200,Paeroa,Waikato,Pacific Peoples,75,69,64,920,853,,,Masked,
169300,Waihi Rural,Waikato,Maori,218,173,170,794,780,,,Masked,
169400,Waihi North,Waikato,Maori,307,247,216,805,704,,,Masked,
169500,Waihi East,Waikato,Maori,206,164,145,796,704,,,Masked,
169600,Waihi South,Waikato,Maori,367,288,266,785,725,,,Masked,
169700,Aka Aka,Counties Manukau,Maori,238,223,215,937,903,,,Masked,
169700,Aka Aka,Counties Manukau,Pacific Peoples,40,33,33,825,825,,,Masked,
169800,Mangatangi,Counties Manukau,Maori,157,135,128,860,815,,,Masked,
169900,Tuakau Rural,Counties Manukau,Maori,114,105,101,921,886,,,Masked,
169900,Tuakau Rural,Counties Manukau,Pacific Peoples,61,Masked,Masked,>950,>950,,,Masked,
170000,Tuakau North,Counties Manukau,Maori,647,594,559,918,864,,,Masked,
170000,Tuakau North,Counties Manukau,Pacific Peoples,130,Masked,Masked,>950,>950,,,Masked,
170100,Onewhero,Counties Manukau,Maori,246,217,207,882,841,,,Masked,
170100,Onewhero,Counties Manukau,Pacific Peoples,43,Masked,Masked,>950,>950,,,Masked,
170200,Pokeno Rural,Counties Manukau,Maori,182,Masked,172,>950,945,,,Masked,
170300,Tuakau South,Counties Manukau,Maori,485,Masked,445,>950,918,,,Masked,
170300,Tuakau South,Counties Manukau,Pacific Peoples,114,Masked,Masked,>950,>950,,,Masked,
170400,Port Waikato-Waikaretu,Counties Manukau,Maori,214,189,179,883,836,,,Masked,
170500,Pokeno,Counties Manukau,Maori,370,Masked,346,>950,935,,,Masked,
170500,Pokeno,Counties Manukau,Pacific Peoples,264,Masked,Masked,>950,>950,,,Masked,
170600,Pukekawa,Counties Manukau,Maori,156,144,144,923,923,,,Masked,
170700,Maramarua,Waikato,Maori,307,276,260,899,847,,,Masked,
170700,Maramarua,Waikato,Pacific Peoples,46,Masked,42,>950,913,,,Masked,
170800,Rangiriri,Waikato,Maori,227,210,203,925,894,,,Masked,
170900,Te Akau,Counties Manukau,Maori,43,Masked,38,>950,884,,,Masked,
170900,Te Akau,Waikato,Maori,230,201,189,874,822,,,Masked,
171100,Te Kauwhata,Waikato,Maori,275,257,233,935,847,,,Masked,
171100,Te Kauwhata,Waikato,Pacific Peoples,54,Masked,Masked,>950,>950,,,Masked,
171200,Huntly Rural,Waikato,Maori,441,373,348,846,789,,,Masked,
171300,Waerenga,Waikato,Maori,80,69,63,862,788,,,Masked,
171400,Huntly West,Waikato,Maori,"1,736","1,444","1,339",832,771,,,Masked,
171400,Huntly West,Waikato,Pacific Peoples,119,109,102,916,857,,,Masked,
171500,Huntly East,Waikato,Maori,"1,418","1,257","1,175",886,829,,,Masked,
171500,Huntly East,Waikato,Pacific Peoples,293,267,260,911,887,,,Masked,
171600,Raglan,Waikato,Maori,611,482,457,789,748,,,Masked,
171700,Whitikahu,Waikato,Maori,148,134,125,905,845,,,Masked,
171800,Te Uku,Waikato,Maori,356,298,284,837,798,,,Masked,
171900,Taupiri-Lake Kainui,Waikato,Maori,543,492,463,906,853,,,Masked,
172000,Ngaruawahia North,Waikato,Maori,970,858,805,885,830,,,Masked,
172100,Ngaruawahia Central,Waikato,Maori,"1,176",996,926,847,787,,,Masked,
172100,Ngaruawahia Central,Waikato,Pacific Peoples,77,Masked,72,>950,935,,,Masked,
172200,Ngaruawahia South,Waikato,Maori,717,639,596,891,831,,,Masked,
172300,Kainui-Gordonton,Waikato,Maori,154,133,129,864,838,,,Masked,
172400,Te Kowhai,Waikato,Maori,185,172,168,930,908,,,Masked,
172500,Whatawhata West,Waikato,Maori,43,36,36,837,837,,,Masked,
172600,Horotiu,Waikato,Maori,147,134,126,912,857,,,Masked,
172700,Horsham Downs,Waikato,Maori,47,40,37,851,787,,,Masked,
172800,Whatawhata East,Waikato,Maori,441,384,359,871,814,,,Masked,
172900,Rotokauri ,Waikato,Maori,67,61,58,910,866,,,Masked,
173000,Hamilton Park,Waikato,Maori,95,88,83,926,874,,,Masked,
173100,Eureka-Tauwhare,Waikato,Maori,121,111,104,917,860,,,Masked,
173200,Tamahere North,Waikato,Maori,220,Masked,207,>950,941,,,Masked,
173300,Pukemoremore,Waikato,Maori,320,Masked,Masked,>950,>950,,,Masked,
173400,Tamahere South,Waikato,Maori,108,98,92,907,852,,,Masked,
173500,Tahuna-Mangateparu,Waikato,Maori,110,94,89,855,809,,,Masked,
173600,Mangaiti,Waikato,Maori,127,94,85,740,669,,,Masked,
173700,Tatuanui,Waikato,Maori,123,Masked,113,>950,919,,,Masked,
173800,Tahuroa,Waikato,Maori,158,134,126,848,797,,,Masked,
173900,Morrinsville East,Waikato,Maori,389,357,328,918,843,,,Masked,
174000,Morrinsville West,Waikato,Maori,510,436,408,855,800,,,Masked,
174100,Te Aroha East,Waikato,Maori,399,303,266,759,667,,,Masked,
174100,Te Aroha East,Waikato,Pacific Peoples,76,Masked,71,>950,934,,,Masked,
174200,Te Aroha West,Waikato,Maori,168,154,141,917,839,,,Masked,
174300,Waihou-Manawaru,Waikato,Maori,94,71,67,755,713,,,Masked,
174400,Waitoa-Ngarua,Waikato,Maori,118,103,100,873,847,,,Masked,
174500,Richmond Downs-Wardville,Waikato,Maori,133,116,109,872,820,,,Masked,
174600,Waharoa-Peria,Waikato,Maori,389,334,300,859,771,,,Masked,
174700,Okauia,Waikato,Maori,86,63,61,733,709,,,Masked,
174800,Hinuera,Waikato,Maori,63,59,57,937,905,,,Masked,
174900,Matamata North,Waikato,Maori,332,285,254,858,765,,,Masked,
175000,Matamata South,Waikato,Maori,512,478,452,934,883,,,Masked,
175000,Matamata South,Waikato,Pacific Peoples,51,Masked,Masked,>950,>950,,,Masked,
175100,Te Poi,Waikato,Maori,114,98,93,860,816,,,Masked,
175300,Flagstaff North,Waikato,Maori,207,193,182,932,879,,,Masked,
175300,Flagstaff North,Waikato,Pacific Peoples,68,Masked,Masked,>950,>950,,,Masked,
175400,Rotokauri-Waiwhakareke,Waikato,Maori,107,101,99,944,925,,,Masked,
175500,Flagstaff South,Waikato,Maori,149,Masked,Masked,>950,>950,,,Masked,
175500,Flagstaff South,Waikato,Pacific Peoples,42,Masked,Masked,>950,>950,,,Masked,
175600,Rototuna North,Waikato,Maori,109,95,91,872,835,,,Masked,
175700,Pukete West,Waikato,Maori,345,304,287,881,832,,,Masked,
175700,Pukete West,Waikato,Pacific Peoples,77,Masked,Masked,>950,>950,,,Masked,
175800,Flagstaff East,Waikato,Maori,300,269,262,897,873,,,Masked,
175800,Flagstaff East,Waikato,Pacific Peoples,63,Masked,Masked,>950,>950,,,Masked,
175900,Rototuna Central,Waikato,Maori,331,290,271,876,819,,,Masked,
175900,Rototuna Central,Waikato,Pacific Peoples,110,102,99,927,900,,,Masked,
176000,Pukete East,Waikato,Maori,242,214,203,884,839,,,Masked,
176000,Pukete East,Waikato,Pacific Peoples,40,Masked,Masked,>950,>950,,,Masked,
176100,Te Manatu,Waikato,Maori,320,297,285,928,891,,,Masked,
176100,Te Manatu,Waikato,Pacific Peoples,86,72,70,837,814,,,Masked,
176200,Rototuna South,Waikato,Maori,280,Masked,263,>950,939,,,Masked,
176200,Rototuna South,Waikato,Pacific Peoples,75,70,69,933,920,,,Masked,
176400,Saint Andrews West,Waikato,Maori,656,571,514,870,784,,,Masked,
176400,Saint Andrews West,Waikato,Pacific Peoples,117,Masked,109,>950,932,,,Masked,
176500,Saint Andrews East,Waikato,Maori,274,243,228,887,832,,,Masked,
176500,Saint Andrews East,Waikato,Pacific Peoples,46,41,40,891,870,,,Masked,
176600,Queenwood (Hamilton City),Waikato,Maori,199,Masked,Masked,>950,>950,,,Masked,
176600,Queenwood (Hamilton City),Waikato,Pacific Peoples,50,34,33,680,660,,,Masked,
176700,St James,Waikato,Maori,113,97,91,858,805,,,Masked,
176800,Crawshaw,Waikato,Maori,"1,067",921,822,863,770,,,Masked,
176800,Crawshaw,Waikato,Pacific Peoples,175,Masked,159,>950,909,,,Masked,
176900,Huntington,Waikato,Maori,143,135,131,944,916,,,Masked,
177000,Western Heights (Hamilton City),Waikato,Maori,399,365,348,915,872,,,Masked,
177000,Western Heights (Hamilton City),Waikato,Pacific Peoples,114,Masked,107,>950,939,,,Masked,
177100,Nawton West,Waikato,Maori,740,694,643,938,869,,,Masked,
177100,Nawton West,Waikato,Pacific Peoples,187,168,165,898,882,,,Masked,
177200,Nawton East,Waikato,Maori,"1,196","1,075","1,000",899,836,,,Masked,
177200,Nawton East,Waikato,Pacific Peoples,227,200,191,881,841,,,Masked,
177300,Chartwell,Waikato,Maori,594,524,482,882,811,,,Masked,
177300,Chartwell,Waikato,Pacific Peoples,132,122,121,924,917,,,Masked,
177400,Forest Lake (Hamilton City),Waikato,Maori,426,375,358,880,840,,,Masked,
177400,Forest Lake (Hamilton City),Waikato,Pacific Peoples,67,Masked,62,>950,925,,,Masked,
177500,Chedworth,Waikato,Maori,160,142,131,888,819,,,Masked,
177500,Chedworth,Waikato,Pacific Peoples,42,Masked,35,>950,833,,,Masked,
177600,Beerescourt,Waikato,Maori,279,250,240,896,860,,,Masked,
177600,Beerescourt,Waikato,Pacific Peoples,63,Masked,59,>950,937,,,Masked,
177700,Miropiko,Waikato,Maori,322,299,284,929,882,,,Masked,
177700,Miropiko,Waikato,Pacific Peoples,71,65,64,915,901,,,Masked,
177800,Porritt,Waikato,Maori,581,488,445,840,766,,,Masked,
177800,Porritt,Waikato,Pacific Peoples,151,137,135,907,894,,,Masked,
177900,Dinsdale North,Waikato,Maori,968,871,829,900,856,,,Masked,
177900,Dinsdale North,Waikato,Pacific Peoples,166,155,152,934,916,,,Masked,
178000,Maeroa,Waikato,Maori,782,687,642,879,821,,,Masked,
178000,Maeroa,Waikato,Pacific Peoples,156,Masked,Masked,>950,>950,,,Masked,
178100,Dinsdale South,Waikato,Maori,750,681,635,908,847,,,Masked,
178100,Dinsdale South,Waikato,Pacific Peoples,115,Masked,108,>950,939,,,Masked,
178200,Fairfield (Hamilton City),Waikato,Maori,"1,272","1,075",987,845,776,,,Masked,
178200,Fairfield (Hamilton City),Waikato,Pacific Peoples,302,278,261,921,864,,,Masked,
178300,Whitiora,Waikato,Maori,474,409,376,863,793,,,Masked,
178300,Whitiora,Waikato,Pacific Peoples,97,Masked,Masked,>950,>950,,,Masked,
